household_id,timestamp,usage_m3,district,type,household_size,lat,lon,temperature,supply_node,feedback
H0726,2025-09-21 09:00:00,0.154,West,residential,2,12.970675,80.231377,18.58,Node_3,
H0521,2025-09-21 09:00:00,0.243,West,residential,5,12.89542,80.208084,12.39,Node_6,
H0433,2025-09-21 09:00:00,0.203,South,commercial,3,12.92693,80.212762,12.75,Node_9,
H0774,2025-09-21 09:00:00,0.299,West,residential,3,12.982383,80.211245,17.42,Node_10,
H0016,2025-09-21 09:00:00,0.264,North,residential,4,12.993261,80.211109,12.04,Node_9,uneven supply across district
H0070,2025-09-21 10:00:00,0.15,Central,residential,3,12.932973,80.234848,19.13,Node_7,no water since yesterday evening low water pressure in the morning
H0604,2025-09-21 10:00:00,0.01,Central,residential,2,12.958236,80.185557,8.27,Node_5,
H0782,2025-09-21 10:00:00,0.213,East,commercial,3,12.912404,80.2145,9.03,Node_2,tap water brown sometimes dirty water smell
H0020,2025-09-21 10:00:00,0.22,Central,residential,4,12.960252,80.21138,14.76,Node_5,
H0315,2025-09-21 10:00:00,0.208,South,residential,4,12.931245,80.229913,16.98,Node_5,
H0130,2025-09-21 11:00:00,0.045,North,residential,2,12.937873,80.189119,13.33,Node_10,
H0763,2025-09-21 11:00:00,0.198,Central,residential,2,12.963701,80.199664,15.85,Node_9,requests for improved water quality no water since yesterday evening
H0516,2025-09-21 11:00:00,0.232,East,residential,3,12.974616,80.187211,11.46,Node_3,
H0565,2025-09-21 11:00:00,0.086,West,residential,2,12.971733,80.192256,11.91,Node_5,
H0478,2025-09-21 11:00:00,0.154,West,commercial,2,12.938015,80.26363,13.93,Node_10,
H0288,2025-09-21 11:00:00,0.149,Central,residential,3,12.914927,80.162583,16.25,Node_3,
H0194,2025-09-21 11:00:00,0.242,Central,residential,5,12.984589,80.247564,15.6,Node_9,leak in pipeline near main road
H0736,2025-09-21 12:00:00,0.231,East,commercial,3,12.939857,80.199808,14.48,Node_7,
H0302,2025-09-21 12:00:00,0.163,East,residential,2,12.871048,80.203035,16.47,Node_6,
H0372,2025-09-21 12:00:00,0.262,South,commercial,5,12.939572,80.214732,7.42,Node_4,
H0418,2025-09-21 12:00:00,0.158,East,residential,4,12.952144,80.177952,17.78,Node_7,
H0463,2025-09-21 12:00:00,0.234,East,residential,4,12.950482,80.209773,15.36,Node_9,
H0356,2025-09-21 12:00:00,0.118,East,residential,4,12.959031,80.168655,11.25,Node_6,
H0084,2025-09-21 12:00:00,0.178,Central,residential,3,12.936914,80.218381,12.68,Node_5,
H0730,2025-09-21 12:00:00,0.102,West,residential,4,12.972578,80.178731,9.88,Node_7,
H0552,2025-09-21 12:00:00,0.18,North,commercial,3,12.986876,80.23005,16.56,Node_7,
H0448,2025-09-21 13:00:00,0.141,South,residential,4,12.956699,80.128745,12.76,Node_3,
H0009,2025-09-21 13:00:00,0.033,East,residential,2,12.969576,80.206445,12.66,Node_2,tap water brown sometimes
H0301,2025-09-21 13:00:00,0.163,Central,residential,4,12.951177,80.224545,12.23,Node_3,
H0670,2025-09-21 13:00:00,0.149,Central,residential,3,12.942282,80.181031,19.97,Node_4,
H0042,2025-09-21 13:00:00,0.109,North,residential,3,12.949931,80.196486,13.1,Node_6,
H0274,2025-09-21 13:00:00,0.09,East,residential,2,12.920396,80.217967,12.3,Node_7,
H0611,2025-09-21 13:00:00,0.141,East,residential,4,12.968983,80.188661,18.91,Node_1,
H0433,2025-09-21 13:00:00,0.183,South,commercial,3,12.927256,80.212663,14.94,Node_5,
H0184,2025-09-21 14:00:00,0.01,South,residential,1,12.908341,80.218727,11.29,Node_9,
H0427,2025-09-21 14:00:00,0.084,South,residential,4,12.987845,80.194349,19.73,Node_6,
H0435,2025-09-21 14:00:00,0.111,North,residential,3,12.943033,80.248129,14.1,Node_5,
H0248,2025-09-21 14:00:00,0.019,Central,residential,2,12.887118,80.208678,13.52,Node_5,
H0483,2025-09-21 14:00:00,0.01,West,residential,3,12.943438,80.170261,14.06,Node_10,
H0022,2025-09-21 14:00:00,0.122,South,residential,4,12.874907,80.211586,12.87,Node_2,billing incorrect high amount tap water brown sometimes
H0397,2025-09-21 14:00:00,0.188,Central,residential,5,12.973392,80.220335,15.1,Node_3,water outage during weekend no water since yesterday evening
H0433,2025-09-21 15:00:00,0.208,South,commercial,3,12.928375,80.209859,18.08,Node_5,
H0404,2025-09-21 15:00:00,0.093,North,residential,3,12.959934,80.213328,16.24,Node_6,
H0376,2025-09-21 15:00:00,0.135,South,residential,3,12.986723,80.217645,15.94,Node_4,
H0317,2025-09-21 15:00:00,0.204,East,residential,5,12.990772,80.246032,16.92,Node_7,
H0279,2025-09-21 15:00:00,0.083,Central,residential,2,12.929234,80.22659,13.69,Node_3,billing incorrect high amount dirty water smell
H0340,2025-09-21 15:00:00,0.024,Central,residential,3,12.936142,80.175248,10.53,Node_8,
H0047,2025-09-21 15:00:00,0.08,Central,residential,3,12.966099,80.216094,11.66,Node_5,
H0410,2025-09-21 15:00:00,0.151,East,residential,3,12.938545,80.1328,12.17,Node_5,
H0748,2025-09-21 16:00:00,0.192,Central,residential,3,12.952643,80.175335,18.88,Node_4,
H0318,2025-09-21 16:00:00,0.119,North,residential,2,12.950856,80.249019,16.68,Node_3,low water pressure in the morning
H0280,2025-09-21 16:00:00,0.244,West,residential,4,12.958799,80.174625,16.24,Node_6,
H0537,2025-09-21 16:00:00,0.126,Central,residential,4,12.886672,80.230524,16.66,Node_1,
H0720,2025-09-21 16:00:00,0.083,South,residential,3,12.957043,80.164468,14.87,Node_1,
H0472,2025-09-21 16:00:00,0.171,South,commercial,2,12.951381,80.25843,12.84,Node_8,
H0545,2025-09-21 16:00:00,0.051,East,residential,2,12.91997,80.171307,8.35,Node_8,
H0159,2025-09-21 16:00:00,0.014,North,residential,2,12.942919,80.190128,15.88,Node_10,leak in pipeline near main road billing incorrect high amount
H0026,2025-09-21 16:00:00,0.246,North,residential,5,12.932261,80.186919,16.76,Node_5,
H0475,2025-09-21 16:00:00,0.157,North,residential,4,12.946879,80.187046,13.13,Node_8,
H0282,2025-09-21 17:00:00,0.03,South,residential,1,12.987437,80.251244,12.65,Node_2,
H0387,2025-09-21 17:00:00,0.014,West,residential,2,12.935441,80.173769,6.95,Node_10,
H0254,2025-09-21 17:00:00,0.062,South,residential,1,12.952644,80.216995,23.31,Node_8,
H0649,2025-09-21 17:00:00,0.138,West,residential,3,12.932713,80.174762,14.75,Node_7,
H0177,2025-09-21 17:00:00,0.146,East,residential,4,12.970035,80.228316,8.74,Node_5,
H0062,2025-09-21 18:00:00,0.279,South,residential,4,12.944182,80.185852,17.74,Node_10,no water since yesterday evening
H0130,2025-09-21 18:00:00,0.04,North,residential,2,12.94132,80.188122,5.58,Node_10,
H0648,2025-09-21 18:00:00,0.257,East,residential,2,12.885739,80.225166,14.03,Node_4,uneven supply across district
H0686,2025-09-21 18:00:00,0.275,North,residential,4,12.905491,80.192732,14.03,Node_1,
H0590,2025-09-21 18:00:00,0.225,West,residential,4,12.887835,80.19318,13.02,Node_9,
H0147,2025-09-21 18:00:00,0.209,South,residential,3,12.921652,80.146889,16.79,Node_1,
H0019,2025-09-21 18:00:00,0.147,West,residential,2,12.924003,80.184343,13.7,Node_3,
H0146,2025-09-21 18:00:00,0.086,Central,residential,2,13.026934,80.221476,11.21,Node_7,
H0572,2025-09-21 18:00:00,0.133,North,residential,2,12.964817,80.167833,17.07,Node_10,leak in pipeline near main road no water since yesterday evening
H0591,2025-09-21 19:00:00,0.12,West,residential,2,12.924773,80.200158,13.83,Node_8,
H0675,2025-09-21 19:00:00,0.029,West,residential,2,12.921886,80.250663,12.76,Node_7,
H0278,2025-09-21 19:00:00,0.314,South,residential,4,12.982691,80.191738,13.58,Node_10,
H0014,2025-09-21 19:00:00,0.101,Central,residential,3,12.941966,80.190866,12.89,Node_5,
H0067,2025-09-21 19:00:00,0.084,South,residential,1,12.933496,80.223673,11.92,Node_9,uneven supply across district excellent timely supply
H0527,2025-09-21 19:00:00,0.2,West,residential,3,12.926391,80.220366,12.59,Node_2,
H0616,2025-09-21 19:00:00,0.058,South,residential,2,12.99174,80.220312,18.54,Node_5,
H0261,2025-09-21 20:00:00,0.257,West,commercial,1,12.94764,80.208131,14.47,Node_6,
H0563,2025-09-21 20:00:00,0.198,North,commercial,4,12.966364,80.213552,11.51,Node_4,
H0589,2025-09-21 20:00:00,0.156,East,residential,4,12.956374,80.250585,14.82,Node_7,
H0766,2025-09-21 20:00:00,0.307,North,commercial,3,12.994408,80.166268,15.99,Node_8,
H0447,2025-09-21 21:00:00,0.287,Central,residential,5,12.8969,80.236967,14.3,Node_9,
H0225,2025-09-21 21:00:00,0.144,West,residential,3,12.934632,80.129834,9.4,Node_2,
H0744,2025-09-21 21:00:00,0.078,West,residential,3,12.983644,80.159512,16.0,Node_6,
H0781,2025-09-21 21:00:00,0.264,East,residential,4,12.958243,80.237462,10.07,Node_7,
H0170,2025-09-21 21:00:00,0.162,East,residential,2,12.944145,80.228586,13.5,Node_10,
H0010,2025-09-21 21:00:00,0.143,North,residential,1,12.919201,80.153118,14.28,Node_2,
H0706,2025-09-21 21:00:00,0.199,West,residential,4,12.989945,80.188388,15.98,Node_10,
H0039,2025-09-21 21:00:00,0.15,West,residential,4,12.972887,80.25443,7.28,Node_6,
H0533,2025-09-21 21:00:00,0.333,Central,commercial,4,12.96069,80.250523,12.77,Node_6,
H0698,2025-09-21 22:00:00,0.128,South,residential,2,12.915,80.192948,16.91,Node_2,
H0550,2025-09-21 22:00:00,0.022,East,residential,2,12.944551,80.20494,15.87,Node_1,
H0315,2025-09-21 22:00:00,0.119,South,residential,4,12.928813,80.231133,13.68,Node_9,
H0697,2025-09-21 22:00:00,0.253,South,residential,4,12.934893,80.206731,17.88,Node_6,
H0329,2025-09-21 22:00:00,0.166,North,commercial,4,12.975766,80.182434,19.46,Node_7,
H0188,2025-09-21 22:00:00,0.323,Central,residential,6,12.987727,80.179999,20.13,Node_9,
H0639,2025-09-21 22:00:00,0.152,North,residential,3,12.968739,80.145639,12.48,Node_5,
H0749,2025-09-21 22:00:00,0.129,South,residential,3,12.939078,80.196407,12.28,Node_7,
H0160,2025-09-21 22:00:00,0.166,West,commercial,4,12.996631,80.172179,13.32,Node_10,
H0216,2025-09-21 23:00:00,0.163,North,residential,4,12.98789,80.239236,9.89,Node_3,
H0063,2025-09-21 23:00:00,0.274,East,residential,5,12.920503,80.212261,14.05,Node_7,leak in pipeline near main road
H0768,2025-09-21 23:00:00,0.26,North,residential,4,12.897851,80.243824,14.29,Node_5,
H0500,2025-09-21 23:00:00,0.01,East,residential,1,12.942292,80.167107,15.27,Node_7,
H0387,2025-09-21 23:00:00,0.015,West,residential,2,12.938643,80.172734,13.5,Node_1,
H0768,2025-09-21 23:00:00,0.157,North,residential,4,12.894597,80.240877,11.85,Node_8,
H0759,2025-09-21 23:00:00,0.213,South,residential,4,12.99611,80.2131,12.07,Node_7,
H0278,2025-09-21 23:00:00,0.182,South,residential,4,12.981401,80.191833,20.9,Node_8,
H0790,2025-09-21 23:00:00,0.084,North,residential,2,12.89945,80.202267,9.83,Node_9,dirty water smell
H0285,2025-09-21 23:00:00,0.239,West,residential,6,12.967806,80.251691,18.23,Node_8,requests for improved water quality
H0508,2025-09-22 00:00:00,0.227,South,residential,4,12.942538,80.172053,10.95,Node_5,
H0674,2025-09-22 00:00:00,0.226,West,residential,4,12.976424,80.202817,12.48,Node_9,
H0383,2025-09-22 00:00:00,0.215,East,residential,5,12.956405,80.190322,11.04,Node_3,uneven supply across district billing incorrect high amount
H0413,2025-09-22 00:00:00,0.011,North,residential,1,12.937206,80.175213,15.7,Node_10,
H0273,2025-09-22 00:00:00,0.182,East,residential,4,12.920426,80.228189,13.04,Node_6,
H0293,2025-09-22 00:00:00,0.303,North,commercial,5,12.987079,80.203085,8.43,Node_7,
H0710,2025-09-22 00:00:00,0.165,North,residential,4,12.926726,80.188983,9.54,Node_10,
H0206,2025-09-22 00:00:00,0.23,North,commercial,5,12.940566,80.176926,14.55,Node_10,
H0627,2025-09-22 00:00:00,0.138,East,residential,3,12.962981,80.189344,16.07,Node_7,low water pressure in the morning
H0011,2025-09-22 00:00:00,0.093,South,residential,3,12.960101,80.149321,17.87,Node_3,
H0571,2025-09-22 00:00:00,0.184,North,residential,3,12.909459,80.224448,11.29,Node_4,
H0255,2025-09-22 00:00:00,0.073,Central,residential,3,13.011148,80.196672,14.03,Node_1,no water since yesterday evening
H0443,2025-09-22 01:00:00,0.076,East,residential,2,12.93522,80.199178,14.35,Node_1,
H0138,2025-09-22 01:00:00,0.194,West,commercial,3,12.990283,80.186494,11.91,Node_3,
H0747,2025-09-22 01:00:00,0.097,North,residential,3,12.985052,80.205667,17.43,Node_2,
H0484,2025-09-22 01:00:00,0.106,East,residential,3,12.950007,80.201161,15.36,Node_4,
H0415,2025-09-22 01:00:00,0.099,South,residential,4,12.940934,80.177352,14.31,Node_4,
H0613,2025-09-22 01:00:00,0.01,East,residential,2,12.973014,80.219588,13.13,Node_5,
H0146,2025-09-22 01:00:00,0.054,Central,residential,2,13.025896,80.215128,12.33,Node_9,
H0095,2025-09-22 01:00:00,0.273,South,residential,5,12.949454,80.200796,15.87,Node_10,
H0076,2025-09-22 02:00:00,0.121,North,residential,2,12.887643,80.253647,15.59,Node_1,
H0680,2025-09-22 02:00:00,0.142,North,residential,3,12.941998,80.220459,17.35,Node_3,
H0529,2025-09-22 02:00:00,0.01,West,residential,2,13.008598,80.293016,14.28,Node_2,
H0416,2025-09-22 02:00:00,0.37,East,commercial,3,12.937796,80.180276,18.88,Node_3,
H0778,2025-09-22 02:00:00,0.121,East,residential,3,12.95228,80.182359,12.22,Node_5,
H0425,2025-09-22 02:00:00,0.164,North,residential,3,12.988069,80.174141,17.52,Node_3,tap water brown sometimes low water pressure in the morning
H0009,2025-09-22 02:00:00,0.033,East,residential,2,12.971031,80.208379,15.29,Node_1,tap water brown sometimes
H0559,2025-09-22 02:00:00,0.014,East,residential,1,13.000653,80.240798,11.87,Node_7,
H0083,2025-09-22 02:00:00,0.096,North,residential,4,12.966104,80.24292,11.7,Node_10,
H0122,2025-09-22 02:00:00,0.171,North,residential,5,13.01172,80.253646,18.2,Node_5,
H0474,2025-09-22 02:00:00,0.154,Central,residential,6,12.916904,80.234315,13.88,Node_7,
H0737,2025-09-22 02:00:00,0.125,North,residential,1,12.915913,80.25533,11.9,Node_5,
H0549,2025-09-22 03:00:00,0.107,East,residential,3,12.956071,80.201926,10.65,Node_3,
H0176,2025-09-22 03:00:00,0.209,North,residential,4,13.008348,80.198884,14.78,Node_2,
H0164,2025-09-22 03:00:00,0.098,East,residential,3,12.979712,80.199769,9.76,Node_5,
H0247,2025-09-22 03:00:00,0.077,South,residential,3,12.93702,80.205426,13.06,Node_10,
H0534,2025-09-22 03:00:00,0.094,Central,residential,3,12.962774,80.180498,14.48,Node_7,
H0171,2025-09-22 03:00:00,0.014,South,residential,1,12.964913,80.176911,15.39,Node_2,uneven supply across district tap water brown sometimes
H0415,2025-09-22 03:00:00,0.17,South,residential,4,12.938603,80.172816,16.24,Node_3,
H0458,2025-09-22 04:00:00,0.129,East,residential,3,12.950481,80.199252,12.13,Node_1,
H0589,2025-09-22 04:00:00,0.126,East,residential,4,12.959642,80.254277,16.36,Node_10,
H0251,2025-09-22 04:00:00,0.135,East,residential,4,12.981837,80.2044,20.19,Node_7,
H0655,2025-09-22 04:00:00,0.073,East,residential,2,12.88655,80.183134,14.47,Node_10,
H0740,2025-09-22 04:00:00,0.198,North,residential,4,12.967061,80.189917,14.9,Node_2,
H0424,2025-09-22 04:00:00,0.178,North,residential,3,13.027372,80.183265,14.45,Node_8,
H0229,2025-09-22 04:00:00,0.147,South,residential,2,12.922415,80.191578,16.01,Node_10,
H0659,2025-09-22 05:00:00,0.089,North,residential,2,12.957343,80.133577,15.31,Node_5,
H0195,2025-09-22 05:00:00,0.147,East,residential,2,12.92908,80.179171,10.07,Node_2,
H0254,2025-09-22 05:00:00,0.059,South,residential,1,12.954359,80.21211,10.88,Node_6,
H0667,2025-09-22 05:00:00,0.197,South,residential,4,12.975341,80.187693,14.91,Node_3,
H0121,2025-09-22 05:00:00,0.122,Central,residential,3,12.930654,80.222749,17.11,Node_9,
H0075,2025-09-22 05:00:00,0.294,South,residential,4,12.97183,80.216911,17.16,Node_2,leak in pipeline near main road
H0108,2025-09-22 05:00:00,0.062,North,residential,2,12.909026,80.194209,12.25,Node_10,
H0251,2025-09-22 05:00:00,0.243,East,residential,4,12.978767,80.20605,10.32,Node_4,
H0517,2025-09-22 05:00:00,0.374,Central,commercial,3,12.944381,80.248539,17.47,Node_10,
H0346,2025-09-22 05:00:00,0.121,East,residential,2,12.98062,80.182556,12.85,Node_5,
H0348,2025-09-22 05:00:00,0.206,South,residential,2,12.964428,80.157909,13.31,Node_6,uneven supply across district water outage during weekend
H0441,2025-09-22 06:00:00,0.149,Central,residential,3,12.918965,80.21028,12.15,Node_7,
H0744,2025-09-22 06:00:00,0.192,West,residential,3,12.982993,80.16642,10.52,Node_4,
H0378,2025-09-22 06:00:00,0.297,West,residential,5,12.939862,80.21194,9.66,Node_3,
H0517,2025-09-22 06:00:00,0.392,Central,commercial,3,12.944527,80.250483,11.5,Node_6,
H0492,2025-09-22 06:00:00,0.417,North,commercial,5,12.966674,80.2009,18.26,Node_8,
H0593,2025-09-22 06:00:00,0.334,East,commercial,2,12.933145,80.207561,9.69,Node_6,
H0302,2025-09-22 06:00:00,0.089,East,residential,2,12.877662,80.201718,16.41,Node_4,
H0145,2025-09-22 06:00:00,0.337,West,commercial,5,12.921377,80.194259,6.12,Node_1,
H0683,2025-09-22 06:00:00,0.206,North,residential,3,12.994172,80.219461,10.76,Node_2,
H0754,2025-09-22 07:00:00,0.144,West,residential,4,12.949463,80.230527,8.28,Node_5,
H0152,2025-09-22 07:00:00,0.46,North,commercial,3,12.929369,80.203284,13.8,Node_1,
H0348,2025-09-22 07:00:00,0.1,South,residential,2,12.96679,80.16212,16.33,Node_3,uneven supply across district water outage during weekend
H0652,2025-09-22 07:00:00,0.157,South,residential,3,12.962744,80.212637,14.4,Node_3,
H0394,2025-09-22 07:00:00,0.342,South,commercial,4,12.919984,80.208179,13.8,Node_8,
H0536,2025-09-22 07:00:00,0.253,West,residential,3,13.003614,80.202822,14.59,Node_9,tap water brown sometimes water outage during weekend
H0738,2025-09-22 08:00:00,0.235,East,residential,3,12.958581,80.201572,11.72,Node_7,
H0372,2025-09-22 08:00:00,0.33,South,commercial,5,12.942003,80.213147,9.38,Node_2,
H0068,2025-09-22 08:00:00,0.241,North,residential,4,12.960031,80.221831,13.6,Node_2,
H0113,2025-09-22 08:00:00,0.216,Central,residential,3,12.94664,80.169642,15.88,Node_7,
H0170,2025-09-22 08:00:00,0.128,East,residential,2,12.942902,80.224814,17.23,Node_2,
H0074,2025-09-22 08:00:00,0.279,Central,residential,4,12.898668,80.186906,14.66,Node_3,
H0385,2025-09-22 08:00:00,0.139,South,residential,4,12.887325,80.184546,11.77,Node_7,
H0254,2025-09-22 09:00:00,0.01,South,residential,1,12.954159,80.213262,15.6,Node_9,
H0437,2025-09-22 09:00:00,0.25,Central,residential,4,12.943807,80.216624,12.77,Node_1,
H0082,2025-09-22 09:00:00,0.084,North,residential,1,12.929889,80.199253,15.01,Node_6,
H0024,2025-09-22 09:00:00,0.098,East,residential,3,12.946102,80.150808,15.35,Node_4,leak in pipeline near main road tap water brown sometimes
H0452,2025-09-22 09:00:00,0.306,East,commercial,1,13.00941,80.193713,12.48,Node_7,
H0072,2025-09-22 09:00:00,0.369,North,commercial,3,12.934948,80.227637,10.43,Node_10,
H0204,2025-09-22 09:00:00,0.27,West,residential,5,12.962819,80.220507,8.13,Node_7,
H0755,2025-09-22 10:00:00,0.157,West,residential,2,13.013003,80.167206,17.64,Node_4,
H0227,2025-09-22 10:00:00,0.11,North,residential,2,12.953245,80.165653,11.2,Node_2,
H0518,2025-09-22 10:00:00,0.122,East,residential,3,12.93138,80.169667,14.87,Node_3,
H0073,2025-09-22 10:00:00,0.079,Central,residential,1,12.958978,80.196538,15.81,Node_4,tap water brown sometimes
H0767,2025-09-22 10:00:00,0.105,East,residential,2,12.966047,80.201031,21.43,Node_7,
H0719,2025-09-22 10:00:00,0.102,Central,residential,2,12.863132,80.18781,11.48,Node_7,
H0696,2025-09-22 10:00:00,0.189,West,residential,3,12.935213,80.193312,18.15,Node_4,
H0585,2025-09-22 10:00:00,0.091,North,residential,3,12.96009,80.228704,14.74,Node_7,
H0439,2025-09-22 10:00:00,0.135,East,residential,4,12.894675,80.184692,16.04,Node_1,
H0367,2025-09-22 10:00:00,0.125,West,residential,2,12.914808,80.115711,10.38,Node_6,
H0141,2025-09-22 11:00:00,0.107,Central,residential,3,12.970225,80.200593,8.58,Node_6,
H0614,2025-09-22 11:00:00,0.345,Central,commercial,2,12.950624,80.186707,15.42,Node_9,
H0029,2025-09-22 11:00:00,0.099,East,residential,4,12.924525,80.184611,13.4,Node_1,
H0635,2025-09-22 12:00:00,0.044,North,residential,2,12.946264,80.215142,13.06,Node_1,
H0432,2025-09-22 12:00:00,0.033,East,residential,4,12.90432,80.240443,15.36,Node_5,
H0574,2025-09-22 12:00:00,0.143,South,residential,3,12.886092,80.214972,16.43,Node_7,
H0157,2025-09-22 13:00:00,0.154,East,residential,2,12.975786,80.237138,10.52,Node_6,
H0702,2025-09-22 13:00:00,0.016,West,residential,2,12.956887,80.236144,11.76,Node_1,
H0705,2025-09-22 13:00:00,0.105,South,residential,3,12.945897,80.213088,11.96,Node_7,
H0402,2025-09-22 13:00:00,0.01,Central,residential,2,12.973377,80.180267,18.29,Node_9,
